date,n_obs,n_miss,nll,family,split,L,pattern
2020-07-16,80,3,0.4628870189189911,bernoulli_median,shuffled,8,p3_3miss
2020-07-24,80,3,0.3980053663253784,bernoulli_median,shuffled,8,p3_3miss
2020-08-03,80,3,0.4849792420864105,bernoulli_median,shuffled,8,p3_3miss
2020-08-07,80,3,0.4292508661746979,bernoulli_median,shuffled,8,p3_3miss
2020-08-09,80,3,0.5641610026359558,bernoulli_median,shuffled,8,p3_3miss
2020-08-12,80,3,0.39390459656715393,bernoulli_median,shuffled,8,p3_3miss
2020-08-15,80,3,0.48402199149131775,bernoulli_median,shuffled,8,p3_3miss
2020-12-03,80,3,0.44726553559303284,bernoulli_median,shuffled,8,p3_3miss
2020-12-12,80,3,0.28158172965049744,bernoulli_median,shuffled,8,p3_3miss
2021-05-04,80,3,0.32588180899620056,bernoulli_median,shuffled,8,p3_3miss
2021-05-13,80,3,0.37201371788978577,bernoulli_median,shuffled,8,p3_3miss
2021-05-14,80,3,0.31137293577194214,bernoulli_median,shuffled,8,p3_3miss
2021-06-06,80,3,0.46404653787612915,bernoulli_median,shuffled,8,p3_3miss
2021-06-14,80,3,0.5819492936134338,bernoulli_median,shuffled,8,p3_3miss
2021-07-04,80,3,0.5413942337036133,bernoulli_median,shuffled,8,p3_3miss
2021-07-05,80,3,0.5965073704719543,bernoulli_median,shuffled,8,p3_3miss
2022-03-31,80,3,0.49432432651519775,bernoulli_median,shuffled,8,p3_3miss
2022-04-05,80,3,0.45831015706062317,bernoulli_median,shuffled,8,p3_3miss
2022-04-06,80,3,0.46454206109046936,bernoulli_median,shuffled,8,p3_3miss
2022-04-14,80,3,0.283475786447525,bernoulli_median,shuffled,8,p3_3miss
2022-04-15,80,3,0.24921771883964539,bernoulli_median,shuffled,8,p3_3miss
2022-04-16,80,3,0.22697654366493225,bernoulli_median,shuffled,8,p3_3miss
2022-04-18,80,3,0.19351379573345184,bernoulli_median,shuffled,8,p3_3miss
2022-04-23,80,3,0.24101749062538147,bernoulli_median,shuffled,8,p3_3miss
2022-04-26,80,3,0.23663707077503204,bernoulli_median,shuffled,8,p3_3miss
2022-04-27,80,3,0.34360072016716003,bernoulli_median,shuffled,8,p3_3miss
2022-04-28,80,3,0.24185515940189362,bernoulli_median,shuffled,8,p3_3miss
2022-04-29,80,3,0.2805061936378479,bernoulli_median,shuffled,8,p3_3miss
2022-05-02,80,3,0.31976044178009033,bernoulli_median,shuffled,8,p3_3miss
2022-05-03,80,3,0.30699560046195984,bernoulli_median,shuffled,8,p3_3miss
2022-05-07,80,3,0.37896379828453064,bernoulli_median,shuffled,8,p3_3miss
2022-05-10,80,3,0.428697794675827,bernoulli_median,shuffled,8,p3_3miss
2022-05-14,80,3,0.4021407663822174,bernoulli_median,shuffled,8,p3_3miss
2022-05-17,80,3,0.3620893061161041,bernoulli_median,shuffled,8,p3_3miss
2022-06-06,80,3,0.45875638723373413,bernoulli_median,shuffled,8,p3_3miss
2022-06-26,80,3,0.465705007314682,bernoulli_median,shuffled,8,p3_3miss
2022-06-29,80,3,0.4294864535331726,bernoulli_median,shuffled,8,p3_3miss
2022-06-30,80,3,0.414107084274292,bernoulli_median,shuffled,8,p3_3miss
2022-07-01,80,3,0.42939984798431396,bernoulli_median,shuffled,8,p3_3miss
2022-07-07,80,3,0.460222989320755,bernoulli_median,shuffled,8,p3_3miss
2022-07-19,80,3,0.40529486536979675,bernoulli_median,shuffled,8,p3_3miss
2022-10-01,52,31,0.47541964054107666,bernoulli_median,shuffled,8,p31_31miss
2022-10-02,52,31,0.39323532581329346,bernoulli_median,shuffled,8,p31_31miss
2022-10-03,52,31,0.5403913259506226,bernoulli_median,shuffled,8,p31_31miss
2022-10-04,52,31,0.4700082242488861,bernoulli_median,shuffled,8,p31_31miss
2022-10-05,52,31,0.5911593437194824,bernoulli_median,shuffled,8,p31_31miss
2022-10-06,52,31,0.5006178021430969,bernoulli_median,shuffled,8,p31_31miss
2022-10-07,52,31,0.5588531494140625,bernoulli_median,shuffled,8,p31_31miss
2022-10-08,52,31,0.5814618468284607,bernoulli_median,shuffled,8,p31_31miss
2022-10-09,52,31,0.6591771841049194,bernoulli_median,shuffled,8,p31_31miss
2022-10-10,52,31,0.5830420851707458,bernoulli_median,shuffled,8,p31_31miss
2022-10-11,52,31,0.7635283470153809,bernoulli_median,shuffled,8,p31_31miss
2022-10-12,52,31,0.6817346215248108,bernoulli_median,shuffled,8,p31_31miss
2022-10-13,52,31,0.7692484855651855,bernoulli_median,shuffled,8,p31_31miss
2022-10-14,52,31,0.8116866946220398,bernoulli_median,shuffled,8,p31_31miss
2022-10-15,52,31,0.9414125680923462,bernoulli_median,shuffled,8,p31_31miss
2022-10-16,52,31,0.7123202085494995,bernoulli_median,shuffled,8,p31_31miss
2022-10-17,52,31,0.8219913840293884,bernoulli_median,shuffled,8,p31_31miss
2022-10-18,52,31,0.8279531598091125,bernoulli_median,shuffled,8,p31_31miss
2022-10-19,52,31,0.8950918912887573,bernoulli_median,shuffled,8,p31_31miss
2022-10-20,52,31,0.8113132119178772,bernoulli_median,shuffled,8,p31_31miss
2022-10-21,52,31,0.7624267339706421,bernoulli_median,shuffled,8,p31_31miss
2022-10-22,52,31,0.6655340194702148,bernoulli_median,shuffled,8,p31_31miss
2022-10-23,52,31,0.7036375403404236,bernoulli_median,shuffled,8,p31_31miss
2022-10-24,52,31,0.8166911602020264,bernoulli_median,shuffled,8,p31_31miss
2022-10-25,52,31,0.823898434638977,bernoulli_median,shuffled,8,p31_31miss
2022-10-26,52,31,0.6904883980751038,bernoulli_median,shuffled,8,p31_31miss
2022-10-27,52,31,0.6245790123939514,bernoulli_median,shuffled,8,p31_31miss
2022-10-28,52,31,0.7559842467308044,bernoulli_median,shuffled,8,p31_31miss
2022-10-29,52,31,0.5710676908493042,bernoulli_median,shuffled,8,p31_31miss
2022-10-30,52,31,0.6875149607658386,bernoulli_median,shuffled,8,p31_31miss
2022-10-31,52,31,0.7322805523872375,bernoulli_median,shuffled,8,p31_31miss
2022-12-10,52,31,0.27057138085365295,bernoulli_median,shuffled,8,p31_31miss
2023-06-01,80,3,0.4381856322288513,bernoulli_median,shuffled,8,p3_3miss
2023-07-07,80,3,0.5837215185165405,bernoulli_median,shuffled,8,p3_3miss
2023-07-10,80,3,0.5306095480918884,bernoulli_median,shuffled,8,p3_3miss
2023-07-13,80,3,0.4988560378551483,bernoulli_median,shuffled,8,p3_3miss
2023-07-18,80,3,0.5247734189033508,bernoulli_median,shuffled,8,p3_3miss
2023-07-23,80,3,0.4455175995826721,bernoulli_median,shuffled,8,p3_3miss
2023-08-26,80,3,0.4347054064273834,bernoulli_median,shuffled,8,p3_3miss
2024-02-17,29,54,0.6864356994628906,bernoulli_median,shuffled,8,p54_54miss
2024-02-18,29,54,0.634731113910675,bernoulli_median,shuffled,8,p54_54miss
2024-02-19,29,54,0.39822667837142944,bernoulli_median,shuffled,8,p54_54miss
2024-02-20,29,54,0.6406542658805847,bernoulli_median,shuffled,8,p54_54miss
2024-02-21,29,54,0.9638046026229858,bernoulli_median,shuffled,8,p54_54miss
2024-02-22,29,54,0.7983483672142029,bernoulli_median,shuffled,8,p54_54miss
2024-04-06,80,3,0.24745610356330872,bernoulli_median,shuffled,8,p3_3miss
2024-04-07,80,3,0.3596983253955841,bernoulli_median,shuffled,8,p3_3miss
2024-04-14,80,3,0.23929902911186218,bernoulli_median,shuffled,8,p3_3miss
2024-04-18,29,54,0.49475836753845215,bernoulli_median,shuffled,8,p54_54miss
2024-04-19,29,54,0.4192104935646057,bernoulli_median,shuffled,8,p54_54miss
2024-04-20,29,54,0.46065670251846313,bernoulli_median,shuffled,8,p54_54miss
2024-08-12,80,3,0.400480717420578,bernoulli_median,shuffled,8,p3_3miss
2024-08-15,80,3,0.3615559935569763,bernoulli_median,shuffled,8,p3_3miss
