date,h0,h1,h2,h3,h4,h5,h6
2021-01-26,9.843017e-05,1.8574849e-06,2.888323e-16,0.9999994,1.0,0.99996555,0.00016593368
2021-01-27,1.0600428e-06,7.9102965e-06,1.8242919e-16,0.9999906,1.0,0.9999708,9.4621605e-08
2021-01-28,6.4504417e-07,1.854503e-07,1.4294684e-17,0.99999774,0.9999989,0.99997807,5.4003823e-07
2021-01-29,0.0001445402,2.9268833e-06,2.1789827e-15,0.99999213,1.0,0.99997795,0.0019862463
2021-01-30,1.3671083e-06,3.7685146e-05,5.236101e-18,0.99915135,1.0,0.9999751,0.00010161985
2021-01-31,1.8705795e-06,1.2693366e-06,1.4980243e-17,0.99899834,1.0,0.9999962,1.824204e-06
2021-02-01,2.2997341e-05,2.6513048e-06,4.666942e-16,0.99865925,0.99999976,0.9999956,2.253418e-08
2021-02-02,5.909399e-07,8.924703e-06,9.275932e-18,0.9993981,0.9999999,0.9999951,1.2239715e-07
2021-02-03,3.129481e-07,3.9059344e-08,8.011471e-17,0.62882555,0.9999993,1.0,5.660663e-07
2021-02-04,1.014322e-09,1.5616884e-06,2.4029314e-16,0.6705805,0.99998057,0.99999356,1.19472e-07
2021-02-05,1.7767863e-07,3.7769198e-07,6.6392735e-13,0.00014934529,0.10148557,0.99511683,1.9062002e-06
2021-02-06,3.40452e-10,7.5499804e-07,1.4392731e-14,0.9888209,0.9998754,0.99980944,5.6383953e-10
2021-02-07,2.0645226e-08,1.5806155e-06,9.791262e-15,0.99933016,0.9999603,0.9999995,3.0218652e-09
2021-02-08,3.764778e-12,4.0589114e-08,9.917529e-15,0.045106098,0.99964833,0.9999913,6.202428e-09
2021-02-09,2.5836599e-08,1.2031621e-06,2.5673788e-13,0.9873978,1.0,0.99999547,3.3331119e-06
2021-02-10,3.38816e-08,1.9035786e-08,9.778496e-15,0.98463756,1.0,0.9998913,3.9583665e-05
2021-02-11,9.497183e-08,2.3950835e-09,1.1715114e-15,0.9978162,0.99999905,0.9999982,1.1433715e-08
2021-02-12,4.609942e-06,1.4429647e-14,1.4000196e-16,0.9987363,0.99000716,0.99999976,2.4520217e-09
2021-02-13,6.3452826e-11,1.8498116e-11,2.3116813e-14,0.99586356,0.9999951,0.9999956,3.9480142e-07
2021-02-14,1.7847868e-06,7.686314e-09,8.899071e-16,0.9999434,0.9999014,0.9999995,2.7846977e-06
2021-02-15,1.1866097e-08,2.6113187e-09,8.154698e-16,0.99974734,0.99999654,0.9999901,2.4457138e-06
2021-02-16,1.5786474e-10,1.5353272e-11,3.2836551e-15,0.99689984,0.9999875,0.9999651,4.8967588e-05
2021-02-17,1.2198801e-09,1.0226358e-10,6.9269236e-14,0.99795616,0.9903583,1.0,3.3612082e-09
2021-02-18,8.141229e-11,4.1530987e-07,9.793204e-15,0.9702213,0.99861944,0.9998919,2.682915e-08
2021-02-19,1.9085018e-11,1.68114e-07,1.6622737e-15,0.9970137,0.99942434,0.9999994,3.1911545e-06
2021-02-20,6.678586e-08,4.5746583e-05,5.414403e-14,0.90675575,0.9954204,1.0,0.00062326744
2021-02-21,2.7384501e-09,0.009343943,1.796278e-14,0.95505935,0.99986684,0.9999995,0.00040433847
2021-02-22,1.081932e-06,5.2446765e-05,3.6948375e-18,0.9999838,0.9999857,0.99999917,1.7039658e-05
2021-02-23,4.1931108e-07,0.0007719759,5.048186e-17,0.999972,0.9995447,1.0,0.00011499224
2021-02-24,4.2053193e-06,0.00010324832,3.2984502e-19,0.9999813,0.99995315,1.0,1.1478465e-06
2021-02-25,4.774701e-07,0.004231708,9.354566e-19,0.999995,0.9995665,0.9999994,0.00021775777
2021-02-26,6.0765622e-05,0.23465541,2.0674303e-16,0.99983835,0.9999733,0.9999999,0.001472885
2021-02-27,2.0713232e-07,4.040786e-10,5.8612086e-16,0.99999917,0.9994728,0.9999975,0.0052418914
2021-02-28,9.233081e-09,2.555824e-09,1.5043988e-16,0.99999046,0.9998814,0.9999974,0.00019096915
2021-03-01,2.7976016e-08,4.8089616e-05,2.2365498e-17,0.9999956,0.8919171,0.9999815,1.4810778e-06
2021-03-02,4.692166e-08,0.0098307,2.1217762e-17,0.99999523,0.1219218,0.99998486,2.5171694e-09
2021-03-03,1.1622834e-08,0.020948783,4.7772298e-17,0.99747306,0.21195681,0.99999416,9.496635e-13
