,h0,h1,h2,h3,h4,h5
eudiaptomus,0.1594723862926816,0.20558540332950181,0.1597178836610672,0.16487605479971798,0.19346318021792472,0.20695918814883255
fragilaria,0.8685226966965354,0.2843507826939587,0.3479667346234637,0.21464857207107543,0.9143542690909461,0.06553778529817215
gonium,0.017921384228031582,0.05556714137102377,0.001235602316577549,0.0016018917910336574,0.014309827007885918,0.0006547997280970365
gymnodinium,0.11250689430454218,0.2712304182847412,0.11061409451587188,0.035269174103113886,0.12137944276933092,0.11694051233960771
kellicottia,0.050069514696319456,0.04631885495442958,0.029329126958676087,0.022685744007033902,0.031196372618102583,0.04527404983660591
keratella_cochlearis,0.10711888739506227,0.08293241235422734,0.057911602807740936,0.07133468486343265,0.12651414156579335,0.03166301964043466
keratella_quadrata,0.049595636174090595,0.03356195861431864,0.01247645448626096,0.020650957719674193,0.0560299904000379,0.018457527726572324
leptodora,0.007355173519552968,0.019502297309595896,0.04128023844582228,0.012774573413693174,0.030638643540450154,0.005153507769939619
limnoraphis,0.001148381713205027,0.01366636578527594,0.08998409183186021,0.0026972092722448355,0.009206657706081227,0.004616850417084976
mallomonas_akrokomos,0.07251794775902586,0.15446451152519095,0.06608351727704068,0.09458732109963884,0.0742500200888023,0.18798294375237218
mallomonas_big,0.21512375870988543,0.4279962592940747,0.17518072462965467,0.1483293406563675,0.4318497004632893,0.31236949697526184
nauplius,0.1953437405832224,0.44155986053531393,0.230834182030585,0.21731470693174887,0.26340091356606576,0.2753150238203709
oocystaceae,0.4361806249202432,0.9164742730848067,0.9294988824324141,0.5867096534653959,0.7830820326152339,0.36303241185731566
pandorina,0.08296512985918614,0.03484147381940166,0.024548096272985365,0.014332187152451572,0.02477483861469484,0.010173598072485251
paradileptus,0.13592760195046727,0.07717972731005826,0.13066360762613366,0.06091722665075739,0.2279419419835785,0.021329923064082504
pediastrum,0.04406959741354035,0.03919391662444162,0.05596577023551105,0.022698436688055375,0.016166521398137547,0.00448118359606171
pennate_diatom,0.5390460761712493,0.23434554129193197,0.04711929729663283,0.01270097875164624,0.07603395589125646,0.04954689126058717
peridinium,0.15804237098614948,0.2174733009281956,0.07882222104151387,0.046165218319749166,0.08678488544588749,0.04464788369089603
phacotus,0.09291503705844883,0.15769276494755935,0.040380881796442475,0.03658241371914595,0.09648726019202158,0.007210108875477959
plankton_x,0.00046428016678263053,0.0007922695150077441,0.000458597421232235,0.00039570469981447485,0.00044840990516272004,0.00020802624829106717
plankton_y,0.0356639730342769,0.05725253409161549,0.028965303812054453,0.017005715632976568,0.044562666541847734,0.0805551439550935
plankton_z,0.02821245233804322,0.1885553811173463,0.02471940286981814,0.01574157539944439,0.08815548407655681,0.006135205790217356
planktosphaeria,0.011020557355493591,0.02368185323278344,0.0036442884570714595,0.006823203051214343,0.018371012294782062,0.011370752334949706
polyarthra,0.004764784718576882,0.02704347588298674,0.0029023595131601443,0.0051472085040391346,0.004865749327435021,0.01516399775366091
protist_like_ciliate,0.15335338642054802,0.3013505497665831,0.153432726291213,0.05934086768740657,0.12774055881685736,0.03301465721281069
rhodomonas,0.23676774460054603,0.5571644462919465,0.36521282104252606,0.1798054769490304,0.299854325379936,0.5820661173314329
rotifer,0.1950924071951919,0.4139746616439386,0.12729805072105116,0.1838552953578141,0.3064346630625534,0.17413176558046015
rotifer_long,0.0025596625750922324,0.00646916641901754,0.0012626542566000008,0.0016472393662261104,0.00174206366627822,0.001175469411174252
rotifer_z,0.0014385008421368905,0.003579542258346072,0.0009134419613008399,0.001201065719491872,0.00199914054739185,0.00034437525265771773
scenedesmus,0.07010783103049785,0.2816519889708933,0.1185287234875615,0.07824320693600915,0.158657173056596,0.037119984975120306
snowella,0.00023388236475249054,0.008739606238662496,0.012984894255362419,0.0008159190012513025,0.0024084351667483296,0.00030654308318494233
staurastrum,0.10979597438654552,0.06736747041288738,0.052383755616910214,0.06367752348438595,0.07678088853304946,0.04577515847722497
strombidium,0.03364306840887621,0.06760305517893635,0.018020857010954232,0.014009665087155463,0.030710846792025216,0.02547491951734172
synchaeta,0.020848764288919037,0.03775886277631154,0.006072172939068504,0.011568462259054673,0.11195393905691023,0.2117370979463996
synedra,0.0414179026960322,0.0819650840136693,0.01827742865357896,0.03766657174789533,0.14439785678029934,0.04198236069170895
synedra_angustissima,0.040084973659794146,0.0486025086816415,0.019244520670639167,0.006563946048424657,0.1592703646468047,0.19663384552119545
synura,0.005222227887522332,0.002752505455659544,0.004067203429233767,0.006688949338223467,0.014280536032240393,0.002044658531802196
tetraedron,0.042005694913086665,0.22368058997542842,0.07544904776421196,0.04439210965480698,0.06919830825792908,0.033339663184531944
tintinnid,0.03268364704956378,0.027279647299197927,0.023344709602706393,0.01287049931489746,0.020001323115893956,0.042414818113469005
trichocerca,0.024504837116079974,0.07930331546881539,0.023682856525146515,0.022282094824458643,0.041411753318248555,0.017277749234432746
uroglena,0.11138526063088243,0.5340728252487065,0.20933206177861352,0.8313497465399143,0.9105781997036322,0.12610501889296327
vorticella_epistylis_like,0.04821257373656546,0.06366065750391185,0.03415978575090828,0.018306304197680614,0.04337678758409336,0.07799538231277464
