date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9
2019-05-10,1.0,0.9999814,0.99991095,0.0011049897,0.07761511,1.2806284e-07,0.00029160487,0.34189418,0.9973713,0.003926449
2019-05-11,1.0,0.9999777,0.99986124,0.0003907903,0.9015655,2.6390449e-06,0.0008388766,0.8956818,0.99911684,0.014605701
2019-05-12,0.99999607,0.99958855,0.9682211,0.0025850588,0.80008364,3.2666014e-07,0.0014097213,0.9981285,0.95296437,0.0021136056
2019-05-13,0.9988201,0.99952865,0.99915755,0.00012273941,0.9787948,0.00040458524,0.0010254966,0.9939454,0.9767171,0.90893483
2019-05-15,0.99999976,0.99433607,0.997629,0.00071451336,0.007725527,3.1589334e-05,0.002394208,0.99513704,0.99418664,0.0642442
2019-05-16,0.999767,0.034801282,0.9999174,8.5375805e-06,0.10410123,0.0056515015,0.053828172,0.99877053,0.9763148,0.039010815
2019-05-17,0.9999995,0.39661062,0.9994967,0.023772344,0.007263514,0.0046073585,0.006613375,0.9995821,0.8601405,0.075111166
2019-05-18,0.99998903,0.9999144,0.99976,6.761352e-05,0.38330394,0.00013129106,1.5688682e-05,0.98945147,0.99929106,0.0003199918
2019-05-19,0.9999999,0.9994646,0.99971646,0.0023179066,0.32088733,0.0028464766,0.0019231827,0.9711934,0.9990571,0.005195477
2019-05-20,0.9999988,0.99898344,0.9996512,0.0007309003,0.06268646,8.7479806e-05,0.00038067572,0.9991804,0.9619104,0.009547956
2019-05-21,0.9999999,0.9529359,0.9988599,0.24468721,0.0006470507,0.0048262896,0.0009758045,0.99926406,0.95669055,0.012920309
2019-05-22,0.9999999,0.87675524,0.9998704,0.43206298,0.0013448828,0.026221871,8.045205e-05,0.99878234,0.987755,0.4820536
2019-05-23,0.99999976,0.93721557,0.9972242,0.02243926,0.00021354399,0.0005725651,0.0034367938,0.999681,0.9613588,0.006125733
2019-05-24,0.9998896,0.12236548,0.9805401,9.1134636e-05,0.22002916,0.0064624706,0.002289284,0.99999714,0.97443414,0.0038769266
2019-05-25,1.0,0.95728433,0.99994206,0.012663454,0.0007200724,0.00020248033,0.00022029421,0.9922943,0.95038337,0.052623402
2019-05-26,0.99999964,0.020710044,0.9997962,0.0068800356,0.0036924635,0.009622585,0.0011771511,0.9999685,0.9852933,9.274992e-05
2019-05-27,0.9999949,0.9704799,0.9995597,0.008594354,0.02022971,2.4869376e-05,0.06368052,0.9995659,0.9901181,0.18407409
2019-05-28,0.9999871,0.6244462,0.9943124,0.0070352205,0.0005185733,2.0822945e-05,0.0018785776,0.9999862,0.9486507,0.37467602
2019-05-29,0.9997366,0.0011381903,0.9983935,7.077223e-05,0.0035699173,0.000121153666,0.5674525,0.9999957,0.99123466,0.27924407
2019-05-30,0.9999926,0.023284923,0.99952805,0.0038139543,2.8736942e-05,0.0033966526,0.04418616,0.9999906,0.9803007,0.3233115
2019-05-31,0.99894184,0.003105716,0.99731964,0.0011409449,0.00012967225,0.015504725,0.01846891,0.9999995,0.57041824,0.11150819
2019-06-01,0.986686,0.006909103,0.99995494,0.00033798907,0.00047706038,0.009501317,0.0049841944,0.9999963,0.89397997,0.46789256
2019-06-02,0.9993511,0.0070109786,0.99864095,0.0040829554,0.026482003,0.08725775,0.5955572,0.99998665,0.9216079,0.69570935
2019-06-03,0.99998,0.004185045,0.9987012,0.012660081,0.0013116078,0.0006847764,0.89068294,0.99998116,0.89346635,0.9130991
2019-06-04,0.99685645,0.04284512,0.9966814,0.002710536,0.08678203,0.0022515196,0.09790003,0.99999905,0.45675176,0.78994465
2019-06-05,0.9999975,0.0447682,0.99987316,0.007511107,0.00016459393,0.00033695443,0.6391326,0.9999285,0.95379174,0.4411604
2019-06-06,0.9999105,0.034416012,0.7819698,0.0020984577,0.0034962657,0.0001728469,0.0052460656,0.99999976,0.28966776,0.03995016
2019-06-07,0.99977297,7.433431e-05,0.9983411,0.00038378447,6.549842e-05,0.06130489,0.9008688,0.99999785,0.6801991,0.28078327
2019-06-08,0.999997,0.29174793,0.99974865,0.00080147316,0.0012284039,1.3142001e-05,0.032578245,0.99995553,0.1980073,0.8598315
2019-06-09,0.9988794,3.318985e-05,0.9699802,0.001080815,0.01919346,0.00040925722,0.99669516,0.99999833,0.49388844,0.3751036
2019-06-10,0.99992025,0.002638554,0.9906882,0.00038252142,0.00010873411,0.0041878517,0.8436164,0.9999981,0.8456173,0.4133807
2019-06-12,0.99347126,0.0044626947,0.99915373,0.0005415866,4.989421e-05,0.0023364604,0.29823402,0.9999993,0.26451463,0.67783344
2019-06-13,0.99983,0.0042419196,0.9996486,0.00019621034,0.0009334414,0.00063191133,0.04101654,0.99999297,0.3893495,0.8219243
2019-06-14,0.9997718,4.7811736e-05,0.9999254,0.00032174285,0.00063898036,0.04324108,0.699006,0.9999958,0.5431034,0.17609718
2019-06-15,0.9999912,0.0006494639,0.9822765,0.0009392988,0.017969003,7.176172e-05,0.9071708,0.9999212,0.4231087,0.95524096
2019-06-16,0.9999999,0.21666211,0.99339336,0.22023131,0.010050053,0.024867658,0.039028365,0.99806935,0.77741057,0.82594883
2019-06-17,0.9870703,0.0007926441,0.9997036,7.592249e-05,4.0264204e-05,0.035198454,0.3218645,0.9999989,0.5017451,0.45751405
2019-06-19,0.9067709,0.00019801478,0.99985945,6.561685e-06,0.00026775405,0.023730017,0.07198653,0.9999999,0.8915096,0.06668428
2019-06-21,0.99996614,0.0007847893,0.99442154,0.00961975,0.0010334905,0.02472319,0.78275585,0.9999987,0.24538937,0.43642205
