epoch,train_mse,val_mse,train_nll,val_nll,theta_mean,sat_lo,sat_hi,sat_mid
1,82.01753897666931,41.0446662902832,0.5934879779815674,0.6556536555290222,0.9996472001075745,0.5560353398323059,0.12194118648767471,0.3220234736800194
10,44.817405700683594,31.003936767578125,0.5671163201332092,0.6500559449195862,0.9983446598052979,0.8003290295600891,0.14003701508045197,0.05963395535945892
20,64.85273972153664,27.068267822265625,0.5439547300338745,0.6394438743591309,0.9990800023078918,0.7526218295097351,0.18280896544456482,0.06456920504570007
30,57.10099954605103,25.986581802368164,0.5214289426803589,0.6209874153137207,1.0020874738693237,0.669134259223938,0.2338062971830368,0.09705944359302521
40,52.49419150352478,28.400318145751953,0.5090712308883667,0.6131657361984253,1.0067387819290161,0.643635630607605,0.26465144753456116,0.09171292185783386
50,66.32402257919311,25.50056266784668,0.5032491683959961,0.609246015548706,1.0122171640396118,0.6284186840057373,0.283158540725708,0.08842277526855469
60,44.269910264015195,24.7967529296875,0.4983966648578644,0.6092435121536255,1.017991304397583,0.627801775932312,0.2858317792415619,0.0863664448261261
70,50.423570013046266,24.907665252685547,0.4943058490753174,0.5997049808502197,1.024293065071106,0.6162862181663513,0.2987867593765259,0.0849270224571228
80,30.926504826545717,24.773832321166992,0.49143534898757935,0.5995985269546509,1.0309314727783203,0.6111453771591187,0.3096853792667389,0.07916924357414246
90,37.77507815361023,24.854726791381836,0.4889865517616272,0.5970961451530457,1.0374687910079956,0.609705924987793,0.3222290873527527,0.06806498765945435
100,42.1803240776062,25.504724502563477,0.48528555035591125,0.5936123132705688,1.0441577434539795,0.6025087237358093,0.33991363644599915,0.05757763981819153
110,46.15999484062195,26.73023223876953,0.483641654253006,0.5913806557655334,1.0510401725769043,0.6008636355400085,0.3466995656490326,0.05243679881095886
120,60.550700950622556,30.00670623779297,0.480441153049469,0.5879672765731812,1.0583447217941284,0.5988073348999023,0.3571869134902954,0.044005751609802246
130,55.539307594299316,30.231666564941406,0.47982174158096313,0.5910385847091675,1.0657267570495605,0.5953115224838257,0.36479538679122925,0.03989309072494507
