epoch,train_mse,val_mse,train_pll,val_pll
1,0.11737522967159748,0.12086072564125061,0.3598805367946625,0.3761213421821594
10,0.09714376516640186,0.10743676126003265,0.32334017753601074,0.34381070733070374
20,0.09560101293027401,0.10548704117536545,0.31682106852531433,0.33537572622299194
30,0.10000313520431518,0.10436047613620758,0.31287476420402527,0.33336958289146423
40,0.09262816347181797,0.10430509597063065,0.3085569739341736,0.33150193095207214
50,0.092655985429883,0.10364647209644318,0.3045559525489807,0.3313521146774292
60,0.09185216650366783,0.10219217836856842,0.30029726028442383,0.3283361792564392
70,0.08712454698979855,0.1025889664888382,0.29796475172042847,0.3302858769893646
80,0.08756882958114147,0.1006038635969162,0.29549640417099,0.32698309421539307
90,0.08551005646586418,0.10172279924154282,0.2939467430114746,0.3302488327026367
100,0.08760892115533352,0.10077427327632904,0.29271259903907776,0.3285980820655823
110,0.0856966495513916,0.10068650543689728,0.2917272448539734,0.32846975326538086
120,0.08685760535299777,0.10129962861537933,0.29093480110168457,0.3300038278102875
130,0.08786343485116958,0.10089065134525299,0.2904358506202698,0.3294614851474762
140,0.08651642985641957,0.10079139471054077,0.2897213101387024,0.33075833320617676
150,0.0850308295339346,0.1004343330860138,0.2890646457672119,0.3299846947193146
160,0.0861548613756895,0.10012558847665787,0.28831955790519714,0.33068224787712097
170,0.0847948133945465,0.10046163201332092,0.28791069984436035,0.3311433792114258
180,0.08320840969681739,0.10076998174190521,0.2872268259525299,0.33117303252220154
190,0.08298882283270359,0.10024791210889816,0.2867989242076874,0.3307819366455078
200,0.08368708826601505,0.10130222886800766,0.2863684594631195,0.3333822190761566
210,0.08332360275089741,0.100948266685009,0.28584757447242737,0.3317314684391022
220,0.08400828391313553,0.1006007269024849,0.2859199047088623,0.33185142278671265
230,0.08382681161165237,0.10099448263645172,0.2857420742511749,0.33248627185821533
240,0.08314058296382427,0.1000860184431076,0.2854035198688507,0.33165013790130615
250,0.08461659215390682,0.10086748003959656,0.2851307988166809,0.333213746547699
260,0.08426614701747895,0.10047052055597305,0.284963458776474,0.33241206407546997
270,0.08301261402666568,0.10036330670118332,0.2846190333366394,0.3335663378238678
280,0.0829699270427227,0.10041037201881409,0.2843165695667267,0.33494988083839417
290,0.0827590923756361,0.10041806101799011,0.2843160927295685,0.3343135416507721
300,0.08279567174613475,0.10019229352474213,0.28385546803474426,0.3356058895587921
310,0.0828611671924591,0.1008492261171341,0.2838003933429718,0.3356037437915802
320,0.08208918087184429,0.10033232718706131,0.28365764021873474,0.33579206466674805
330,0.08301576338708401,0.10097520053386688,0.2834608256816864,0.33632564544677734
340,0.08240187466144562,0.10092412680387497,0.2835310995578766,0.33715707063674927
350,0.08261507600545884,0.10104367136955261,0.28329598903656006,0.33660832047462463
360,0.08251754604279996,0.1004858911037445,0.28311875462532043,0.33710479736328125
370,0.08278826139867305,0.10064858943223953,0.2830009162425995,0.3370300829410553
380,0.08235064931213856,0.10096123814582825,0.2829195559024811,0.3368373215198517
390,0.08298290371894837,0.10091321170330048,0.2829414904117584,0.3370407819747925
400,0.08265361189842224,0.10138064622879028,0.2827293276786804,0.33869561553001404
410,0.08274745307862759,0.10089847445487976,0.2826981842517853,0.3368576467037201
420,0.08297949470579624,0.10076816380023956,0.28271937370300293,0.3363899886608124
430,0.08291413895785808,0.10076875239610672,0.2825685739517212,0.3378797471523285
440,0.08258526846766472,0.1003144159913063,0.28256523609161377,0.3366703689098358
450,0.08214167766273021,0.10090336948633194,0.28246191143989563,0.3379753530025482
460,0.08242525309324264,0.10068164765834808,0.28244879841804504,0.33734267950057983
470,0.0825147893279791,0.10060174763202667,0.2823651134967804,0.33740541338920593
480,0.08226702250540256,0.1008267030119896,0.2823430895805359,0.33724766969680786
490,0.08216662667691707,0.1007009968161583,0.28223684430122375,0.3377460837364197
500,0.08262142837047577,0.10077260434627533,0.2822403311729431,0.3381339907646179
