epoch,train_mse,val_mse,train_pll,val_pll
1,0.2285682164132595,0.24095548689365387,0.647761881351471,0.6742873787879944
10,0.19579475820064546,0.21470218896865845,0.5787190198898315,0.6188443303108215
20,0.1886715956032276,0.21211662888526917,0.5665030479431152,0.6136563420295715
30,0.19324210435152053,0.20713898539543152,0.5574337840080261,0.6033702492713928
40,0.18425510749220847,0.20447489619255066,0.5471157431602478,0.5984211564064026
50,0.17894195318222045,0.19972334802150726,0.5370987057685852,0.5894669890403748
60,0.17247114405035974,0.19783538579940796,0.5312676429748535,0.5819247364997864
70,0.17198240906000137,0.19527344405651093,0.5273151397705078,0.5754424333572388
80,0.17022859677672386,0.193705216050148,0.5243880152702332,0.5705094933509827
90,0.17226482629776002,0.19211773574352264,0.5224449038505554,0.5672754645347595
100,0.17071702927350998,0.19031669199466705,0.5206079483032227,0.562109112739563
110,0.1746082492172718,0.1880958080291748,0.5196697115898132,0.5582175254821777
120,0.16836587339639664,0.18877297639846802,0.5177295207977295,0.5587865710258484
130,0.16968213468790055,0.18854637444019318,0.516692042350769,0.5573354959487915
140,0.16836549788713456,0.18752296268939972,0.5158593654632568,0.5560147166252136
150,0.1688722364604473,0.1878616064786911,0.5146062970161438,0.5564315915107727
160,0.17306369841098784,0.1876956671476364,0.5139902830123901,0.5565999150276184
170,0.1680184744298458,0.18710649013519287,0.513744592666626,0.5553773641586304
180,0.17198205813765527,0.18734674155712128,0.5128933191299438,0.5557588338851929
190,0.17175302058458328,0.18796919286251068,0.512703001499176,0.5572400689125061
200,0.16976046711206436,0.1874161958694458,0.5123051404953003,0.5565716028213501
210,0.16890717968344687,0.1865210086107254,0.5119302272796631,0.5550768971443176
220,0.16711424589157103,0.18706798553466797,0.5114630460739136,0.5559174418449402
230,0.1687249571084976,0.18762245774269104,0.5110189914703369,0.5560721158981323
240,0.16895469948649405,0.1873754858970642,0.51080721616745,0.5568088889122009
250,0.16914994940161704,0.18646803498268127,0.5107313394546509,0.5567572116851807
260,0.1655749686062336,0.18651390075683594,0.5109366774559021,0.5569418668746948
270,0.16746434941887856,0.18627037107944489,0.5104825496673584,0.5568098425865173
280,0.1686808481812477,0.18631772696971893,0.5097944140434265,0.5570360422134399
290,0.16715933308005332,0.18652869760990143,0.5092161893844604,0.5566999316215515
300,0.16700372472405434,0.18654561042785645,0.5087630748748779,0.5591978430747986
310,0.16732309758663177,0.18579666316509247,0.5082722902297974,0.5560277700424194
320,0.1672346733510494,0.18573211133480072,0.5079522728919983,0.5562111139297485
330,0.16540910825133323,0.18659310042858124,0.5076531171798706,0.5562257170677185
340,0.16637370958924294,0.1864246129989624,0.5070986747741699,0.5563201308250427
350,0.16526370495557785,0.1859133541584015,0.5067537426948547,0.5563368797302246
360,0.1667754329741001,0.18618661165237427,0.5063961744308472,0.5560265183448792
370,0.16522643938660622,0.18590745329856873,0.5061916708946228,0.5562611222267151
380,0.16627344712615014,0.18654119968414307,0.5060424208641052,0.5564114451408386
390,0.16674447283148766,0.18664632737636566,0.5057712197303772,0.5560025572776794
400,0.16657981872558594,0.1860441416501999,0.5057762861251831,0.5567637085914612
410,0.16629935279488564,0.1861901432275772,0.5056730508804321,0.5570223331451416
420,0.16520166993141175,0.18632367253303528,0.5055723190307617,0.5570129156112671
430,0.16542442589998246,0.18641941249370575,0.5051164627075195,0.557166337966919
440,0.1641138643026352,0.1871332973241806,0.5047723054885864,0.5589113235473633
450,0.1653878077864647,0.18651051819324493,0.5044839978218079,0.5587222576141357
460,0.16578890085220338,0.18726438283920288,0.5041285753250122,0.5600515007972717
470,0.16625341027975082,0.18739213049411774,0.5039198994636536,0.5604820847511292
480,0.16449999958276748,0.18778155744075775,0.5037685632705688,0.5617188215255737
490,0.1657377503812313,0.18857647478580475,0.5035118460655212,0.5625872611999512
500,0.16325942575931549,0.18826329708099365,0.5032545328140259,0.5631477236747742
